quote,author,tags
iguessbynowishouldknowenoughaboutlosstorealizethatyouneverreallystopmissingsomeoneyoujustlearntolivearoundthehugegapingholeoftheirabsence.,"Alyson Noel,","['alyson', 'evermore', 'immortals', 'loss', 'noel']"
whatsterribleistopretendthatsecondrateisfirstrate.topretendthatyoudontneedlovewhenyoudooryoulikeyourworkwhenyouknowquitewellyourecapableofbetter.,"Doris Lessing,",['inspirational']
allthinkingmenareatheists.,"Ernest Hemingway,","['atheism', 'inspirational']"
courageisnthavingthestrengthtogoonitisgoingonwhenyoudonthavestrength.,Napoleon Bonaparte,"['courage', 'inspirational', 'strength']"
"antiintellectualismhasbeenaconstantthreadwindingitswaythroughourpoliticalandculturallife,nurturedbythefalsenotionthatdemocracymeansthatmyignoranceisjustasgoodasyourknowledge.",Isaac Asimov,"['democracy', 'elite', 'elitism', 'elitist', 'voter', 'voting']"
"thesunlightclapstheearth,andthemoonbeamskisstheseawhatareallthesekissingsworth,ifthoukissnotme",Percy Bysshe Shelley,"['kiss', 'love', 'nature']"
"themostterriblepovertyisloneliness,andthefeelingofbeingunloved.",Mother Teresa,['loneliness']
"theworsttypeofcryingwasntthekindeveryonecouldseethewailingonstreetcorners,thetearingatclothes.no,theworstkindhappenedwhenyoursoulweptandnomatterwhatyoudid,therewasnowaytocomfortit.asectionwitheredandbecameascaronthepartofyoursoulthatsurvived.forpeoplelikemeandecho,oursoulscontainedmorescartissuethanlife.","Katie McGarry,","['crying', 'depression', 'grief', 'hurt', 'pain', 'sadness']"
"tosurvive,youmusttellstories.","Umberto Eco,",['stories-writing']
"agirlcallsandasks,doesithurtverymuchtodiewell,sweetheart,itellher,yes,butithurtsalotmoretokeepliving.","Chuck Palahniuk,","['death', 'living']"
"howevermanyholywordsyouread,howevermanyyouspeak,whatgoodwilltheydoyouifyoudonotactonuponthem",Buddha Siddhartha Guatama Shakyamuni,['inspirational']
hewhoknowsalltheanswershasnotbeenaskedallthequestions.,Confucius,['wisdom']
"letnooneevercometoyouwithoutleavingbetterandhappier.bethelivingexpressionofgodskindnesskindnessinyourface,kindnessinyoureyes,kindnessinyoursmile.",Mother Teresa,['happiness']
"themoreiread,themoreiacquire,themorecertainiamthatiknownothing.",Voltaire,"['learning', 'self-knowledge', 'wisdom']"
yougetwhatanybodygetsyougetalifetime.,"Neil Gaiman,",['life']
feminismistheradicalnotionthatwomenarehumanbeings.,Cheris Kramarae,"['feminism', 'women']"
allhumanwisdomiscontainedinthesetwowordswaitandhope,"Alexandre Dumas,",['book-the-count-of-monte-cristo']
"oh,wereplayingnicenowshallwehaveteafirstbrewupanicepotofkissmyass","Julie Kagawa,","['humor', 'puck']"
"stopfightingmehesaid,tryingtopullonthearmheheld.hewasinaprecariouspositionhimself,straddlingtherailashetriedtoleanoverfarenoughtogetmeandactuallyholdontome.letgoofmeiyelledback.buthewastoostrongandmanagedtohaulmostofmeovertherail,enoughsothatiwasntintotaldangeroffallingagain.see,heresthething.inthatmomentbeforeiletgo,ireallyhadbeencontemplatingmydeath.idcometotermswithitandacceptedit.ialso,however,hadknowndimitrimightdosomethingexactlylikethis.hewasjustthatfastandthatgood.thatwaswhyiwasholdingmystakeinthehandthatwasdanglingfree.ilookedhimintheeye.iwillalwaysloveyou.theniplungedthestakeintohischest.itwasntaspreciseablowasiwouldhaveliked,notwiththeskilledwayhewasdodging.istruggledtogetthestakeindeepenoughtohisheart,unsureificoulddoitfromthisangle.then,hisstrugglesstopped.hiseyesstaredatme,stunned,andhislipsparted,almostintoasmile,albeitagrislyandpainedone.thatswhatiwassupposedtosay...hegaspedout.thosewerehislastwords.","Richelle Mead,","['blood', 'bridge', 'death', 'dhampir', 'dimitri', 'love', 'magic', 'promise', 'rose', 'stake', 'strigoi']"
nogooddeedgoesunpunished.,Oscar Wilde,['humor']
thedesiretoreachforthestarsisambitious.thedesiretoreachheartsiswise.,Maya Angelou,"['ambition', 'inspirational', 'wisdom']"
"thethingswelovedestroyuseverytime,lad.rememberthat.","George R.R. Martin,","['love', 'mormont']"
manisthecruelestanimal.,Friedrich Nietzsche,"['animals', 'cruelty', 'evil', 'man']"
alwaysbeafirstrateversionofyourselfandnotasecondrateversionofsomeoneelse.,Judy Garland,"['be-yourself', 'greatness', 'individuality']"
sometimesyouloseabattle.butmischiefalwayswinsthewar,"John Green,",['alaska-young']
"godalertblackjackyelled.itsthewinedudemr.dsighedinexasperation.thenextperson,orhorse,whocallsmethewinedudewillendupinabottleofmerlot","Rick Riordan,","['blackjack', 'dionysus', 'percy-jackson']"
humorisreasongonemad.,Groucho Marx,"['humor', 'reason']"
itisnothingtodie.itisfrightfulnottolive.,"Victor Hugo,","['death', 'living-life']"
maybethisworldisanotherplanetshell.,Aldous Huxley,"['hell', 'life']"
"seventeen,ehsaidhagridasheacceptedabucketsizedglassofwinefromfred.sixyearstothedaywemet,harry,dyehrememberitvaguely,saidharry,grinningupathim.didntyousmashdownthefrontdoor,givedudleyapigstail,andtellmeiwasawizardiforgethedetails,hagridchortled.","J.K. Rowling,","['birthday', 'dursley', 'hagrid', 'harry-potter', 'humor', 'pig', 'wizard']"
scarshavethestrangepowertoremindusthatourpastisreal.,"Cormac McCarthy,","['healing', 'injuries', 'memory', 'past', 'reality', 'scars', 'time']"
"welearnfromfailure,notfromsuccess","Bram Stoker,","['doubt', 'experience', 'learning', 'mistakes', 'records', 'wisdom']"
"goddoesnotplaydicewiththeuniverseheplaysanineffablegameofhisowndevising,whichmightbecompared,fromtheperspectiveofanyoftheotherplayersi.e.everybody,tobeinginvolvedinanobscureandcomplexvariantofpokerinapitchdarkroom,withblankcards,forinfinitestakes,withadealerwhowonttellyoutherules,andwhosmilesallthetime.","Terry Pratchett,","['einstein', 'gaiman', 'god', 'humor']"
"marriagecanwait,educationcannot.","Khaled Hosseini,","['education', 'marriage']"
"wedontneedalistofrightsandwrongs,tablesofdosanddontsweneedbooks,time,andsilence.thoushaltnotissoonforgotten,butonceuponatimelastsforever.",Philip Pullman,"['books', 'inspirational']"
thegreatnessofanationanditsmoralprogresscanbejudgedbythewayitsanimalsaretreated.,Mahatma Gandhi,"['animals', 'ethics', 'gandhi', 'morals']"
therearemuchworsegamestoplay.,"Suzanne Collins,","['katniss', 'mockingjay']"
"ineverforgetaface,butinyourcaseillbegladtomakeanexception.",Groucho Marx,['humor']
"thisiswhereitallbegins.everythingstartshere,today.","David Nicholls,","['hope', 'love']"
"butuntilapersoncansaydeeplyandhonestly,iamwhatiamtodaybecauseofthechoicesimadeyesterday,thatpersoncannotsay,ichooseotherwise.","Stephen R. Covey,","['choices', 'misattributed-eleanor-roosevelt']"
"iknownotallthatmaybecoming,butbeitwhatitwill,illgotoitlaughing.","Herman Melville,","['adventure', 'laughter']"
doyounotseehownecessaryaworldofpainsandtroublesistoschoolanintelligenceandmakeitasoul,"John Keats,","['art', 'depression', 'growth', 'life', 'pain', 'suffering', 'wisdom']"
ashortstoryisadifferentthingaltogetherashortstoryislikeaquickkissinthedarkfromastranger.,"Stephen King,","['reading', 'writing']"
togivepleasuretoasingleheartbyasingleactisbetterthanathousandheadsbowinginprayer.,Mahatma Gandhi,['inspiration']
"thereareperhapsmanycausesworthdyingfor,buttome,certainly,therearenoneworthkillingfor.","Albert Dietrich,","['martyrdom', 'misattributed-to-albert-camus', 'pacifism', 'principles', 'war']"
dontletthemugglesgetyoudown.,"J.K. Rowling,","['encouragement', 'muggles', 'wit']"
"heallowedhimselftobeswayedbyhisconvictionthathumanbeingsarenotbornonceandforallonthedaytheirmothersgivebirthtothem,butthatlifeobligesthemoverandoveragaintogivebirthtothemselves.","Gabriel GarcÃ­a MÃ¡rquez,","['birth', 'identity', 'life', 'self']"
nogreatmindhaseverexistedwithoutatouchofmadness.,Aristotle,"['aristotle', 'genius', 'great-minds', 'madness']"
themountainsarecallingandimustgo.,John Muir,['nature']
myreligionisverysimple.myreligioniskindness.,Dalai Lama XIV,"['buddism', 'kindness', 'religion']"
"fiveexclamationmarks,thesuresignofaninsanemind.","Terry Pratchett,","['books', 'humor']"
"shewasageniusofsadness,immersingherselfinit,separatingitsnumerousstrands,appreciatingitssubtlenuances.shewasaprismthroughwhichsadnesscouldbedividedintoitsinfinitespectrum.","Jonathan Safran Foer,","['grief', 'mourning', 'sadness', 'sorrow', 'suffering']"
"thereisnosuchthingasabrokenfamily.familyisfamily,andisnotdeterminedbymarriagecertificates,divorcepapers,andadoptiondocuments.familiesaremadeintheheart.theonlytimefamilybecomesnulliswhenthosetiesintheheartarecut.ifyoucutthoseties,thosepeoplearenotyourfamily.ifyoumakethoseties,thosepeopleareyourfamily.andifyouhatethoseties,thosepeoplewillstillbeyourfamilybecausewhateveryouhatewillalwaysbewithyou.",C. JoyBell C.,"['broken-families', 'divorce', 'family', 'family-ties', 'forgiveness', 'hate', 'inspirational-life', 'inspirational-quotes', 'letting-go', 'marriage', 'moving-on', 'soul-ties', 'the-nature-of-family', 'true-family']"
youresomethingbetweenadreamandamiracle.,Elizabeth Barrett Browning,['dream']
"readingislikethinking,likepraying,liketalkingtoafriend,likeexpressingyourideas,likelisteningtootherpeoplesideas,likelisteningtomusic,likelookingattheview,liketakingawalkonthebeach.","Roberto BolaÃ±o,","['books', 'reading']"
"butifthoughtcorruptslanguage,languagecanalsocorruptthought.","George Orwell,","['language', 'power-of-words', 'propaganda', 'thought']"
instructionsforlivingalife.payattention.beastonished.tellaboutit.,Mary Oliver,['life-lessons']
"afteragooddinneronecanforgiveanybody,evenonesownrelations.","Oscar Wilde,","['family', 'food', 'thanksgiving']"
"theroleofawriterisnottosaywhatwecanallsay,butwhatweareunabletosay.",Anais Nin,['writing']
loversdontfinallymeetsomewhere.theyreineachotherallalong.,Mawlana Jalal-al-Din Rumi,['lovers']
fearisaphoenix.youcanwatchitburnathousandtimesandstillitwillreturn.,"Leigh Bardugo,",['fear']
itssomuchdarkerwhenalightgoesoutthanitwouldhavebeenifithadnevershone.,"John Steinbeck,","['absence', 'loss']"
"mygrandmotherstartedwalkingfivemilesadaywhenshewassixty.shesninetysevennow,andwedontknowwherethehecksheis.",Ellen DeGeneres,"['age', 'exercise', 'family', 'grandmothers', 'grandparents', 'humor', 'walking']"
thewaytogetstartedistoquittalkingandbegindoing.,Walt Disney,"['motivation', 'success']"
"deathissoterriblyfinal,whilelifeisfullofpossibilities.","George R.R. Martin,","['death', 'life']"
freedomn.toasknothing.toexpectnothing.todependonnothing.,"Ayn Rand,",['independence']
imgoingtokeepgoinguntilisucceedordie.dontthinkidontknowhowthismightend.iveknownitforyears.,"J.K. Rowling,",['harry-potter']
iknowsomewhoareconstantlydrunkonbooksasothermenaredrunkonwhiskey.,H.L. Mencken,"['bibliophiles', 'book-lovers', 'whiskey']"
"ifyouwantapictureofthefuture,imagineabootstampingonahumanfaceforever.","George Orwell,",['future']
literatureisaluxuryfictionisanecessity.,G.K. Chesterton,"['books', 'literature', 'on-fiction']"
"ifyouareastudentyoushouldalwaysgetagoodnightssleepunlessyouhavecometothegoodpartofyourbook,andthenyoushouldstayupallnightandletyourschoolworkfallbythewayside,aphrasewhichmeansflunk.",Lemony Snicket,['humor']
"stars,hideyourfiresletnotlightseemyblackanddeepdesires.","William Shakespeare,","['concealment', 'dark-plans', 'darkness', 'stealth']"
"weareallbornsexualcreatures,thankgod,butitsapitysomanypeopledespiseandcrushthisnaturalgift.",Marilyn Monroe,"['beauty', 'femininity', 'sex']"
"thereisasayingintibetan,tragedyshouldbeutilizedasasourceofstrength.nomatterwhatsortofdifficulties,howpainfulexperienceis,ifweloseourhope,thatsourrealdisaster.",Dalai Lama XIV,"['hope', 'life', 'pain', 'strength', 'tragedy']"
itiseasyintheworldtoliveaftertheworldsopinionitiseasyinsolitudetoliveafterourownbutthegreatmanishewhointhemidstofthecrowdkeepswithperfectsweetnesstheindependenceofsolitude.,"Ralph Waldo Emerson,","['essay', 'inspirational', 'lecture', 'nonfiction', 'philosophy', 'self-reliance', 'social-commentary', 'transcendentalism']"
lifehasnoremote....getupandchangeityourself,"Mark A. Cooper,","['confidence', 'inspirational', 'inspirational-attitude', 'life', 'life-philosophy', 'optimism', 'power-of-words']"
"iwanttobethefriendyoufallhopelesslyinlovewith.theoneyoutakeintoyourarmsandintoyourbedandintotheprivateworldyoukeeptrappedinyourhead.iwanttobethatkindoffriend.theonewhowillmemorizethethingsyousayaswellastheshapeofyourlipswhenyousaythem.iwanttoknoweverycurve,everyfreckle,everyshiverofyourbody.iwanttoknowwheretotouchyou,iwanttoknowhowtotouchyou.iwanttoknowconvinceyoutodesignasmilejustforme.yes,idowanttobeyourfriend.iwanttobeyourbestfriendintheentireworld.","Tahereh Mafi,",['love']
"andthenifeltsadbecauseirealizedthatoncepeoplearebrokenincertainways,theycanteverbefixed,andthisissomethingnobodyevertellsyouwhenyouareyounganditneverfailstosurpriseyouasyougrowolderasyouseethepeopleinyourlifebreakonebyone.youwonderwhenyourturnisgoingtobe,orifitsalreadyhappened.","Douglas Coupland,",['life-lessons']
"jane,bestilldontstrugglesolikeawild,franticbird,thatisrendingitsownplumageinitsdesperation.iamnobirdandnonetensnaresmeiamafreehumanbeing,withanindependentwillwhichinowexerttoleaveyou.","Charlotte BrontÃ« ,","['freedom', 'inspirational', 'literature']"
musicis...ahigherrevelationthanallwisdomphilosophy,Ludwig van Beethoven,"['music', 'philosophy', 'revelation', 'wisdom']"
"whenthingsbreak,itsnottheactualbreakingthatpreventsthemfromgettingbacktogetheragain.itsbecausealittlepiecegetslostthetworemainingendscouldntfittogethereveniftheywantedto.thewholeshapehaschanged.","John Green,","['inspirational', 'life']"
tolosebalancesometimesforloveispartoflivingabalancedlife.,"Elizabeth Gilbert,",['love']
"damn,claire.warnaguybeforeyoudoafaceplantonthefloornexttime.icouldhavelookedallheroicandcaughtyouorsomethingshane","Rachel Caine,","['funny', 'morganvillevampires']"
wearealwaysthesameageinside.,Gertrude Stein,['self-confidence']
"manoftenbecomeswhathebelieveshimselftobe.ifikeeponsayingtomyselfthaticannotdoacertainthing,itispossiblethatimayendbyreallybecomingincapableofdoingit.onthecontrary,ifihavethebeliefthaticandoit,ishallsurelyacquirethecapacitytodoitevenifimaynothaveitatthebeginning.",Mahatma Gandhi,"['abilities', 'capability', 'confidence', 'optimism', 'possibility', 'skills', 'strength']"
askforwhatyouwantandbepreparedtogetit,Maya Angelou,['inspirational']
neverleaveafriendbehind.friendsareallwehavetogetusthroughthislifeandtheyaretheonlythingsfromthisworldthatwecouldhopetoseeinthenext.,"Dean Koontz,",['friendship']
"itisnotthelengthoflife,butthedepth.",Ralph Waldo Emerson,['life']
"whenimgood,imverygood,butwhenimbad,imbetter.",Mae West,"['goodness', 'sexuality', 'virtue']"
othershaveseenwhatisandaskedwhy.ihaveseenwhatcouldbeandaskedwhynot.,"Pablo Picasso,","['creativity', 'inspirational']"
"thefeelingsthathurtmost,theemotionsthatstingmost,arethosethatareabsurdthelongingforimpossiblethings,preciselybecausetheyareimpossiblenostalgiaforwhatneverwasthedesireforwhatcouldhavebeenregretovernotbeingsomeoneelsedissatisfactionwiththeworldsexistence.allthesehalftonesofthesoulsconsciousnesscreateinusapainfullandscape,aneternalsunsetofwhatweare.",Fernando Pessoa,"['hope', 'longing', 'pain', 'regret', 'yearning']"
"ithinkandthinkandthink,ivethoughtmyselfoutofhappinessonemilliontimes,butneveronceintoit.",Jonathan Safran Foer,"['happiness', 'thinking', 'wisedom']"
"holdingpeopleawayfromyou,anddenyingyourselflove,thatdoesntmakeyoustrong.ifanything,itmakesyouweaker.becauseyouredoingitoutoffear.","Sarah Dessen,","['sarah-dessen', 'this-lullaby']"
"youlivelikethis,sheltered,inadelicateworld,andyoubelieveyouareliving.thenyoureadabookoryoutakeatripandyoudiscoverthatyouarenotliving,thatyouarehibernating.thesymptomsofhibernatingareeasilydetectablefirst,restlessness.thesecondsymptomwhenhibernatingbecomesdangerousandmightdegenerateintodeathabsenceofpleasure.thatisall.itappearslikeaninnocuousillness.monotony,boredom,death.millionslivelikethisordielikethiswithoutknowingit.theyworkinoffices.theydriveacar.theypicnicwiththeirfamilies.theyraisechildren.andthensomeshocktreatmenttakesplace,aperson,abook,asong,anditawakensthemandsavesthemfromdeath.someneverawaken.","AnaÃ¯s Nin,","['anais', 'nin']"
"soweshallletthereaderanswerthisquestionforhimselfwhoisthehappierman,hewhohasbravedthestormoflifeandlivedorhewhohasstayedsecurelyonshoreandmerelyexisted",Hunter S. Thompson,"['gonzo', 'happiness', 'risk']"
thereisnothingmoredeceptivethananobviousfact.,"Arthur Conan Doyle,","['deception', 'detection', 'evidence', 'facts', 'obviousness', 'sherlock-holmes']"
theeasyconfidencewithwhichiknowanothermansreligionisfollyteachesmetosuspectthatmyownisalso.,Mark Twain,"['humor', 'philosophy', 'religion']"
"yourassumptionsareyourwindowsontheworld.scrubthemoffeveryonceinawhile,orthelightwontcomein.",Isaac Asimov,"['assumptions', 'close-mindedness', 'intelligence', 'isaac-asimov', 'knowledge', 'open-mind', 'open-mindedness', 'open-minds', 'opinions', 'receptivity', 'science', 'science-of-mind']"
"canyoubeagirlforafewsecondsimalwaysagirlifrown.youknowwhatimean.likeasilly,annoyinggirlitwirlmyhairaroundmyfinger.kay.","Veronica Roth,","['christina', 'divergent', 'funny', 'humor', 'tris', 'veronica-roth']"
sometimeseventoliveisanactofcourage.,Lucius Annaeus Seneca,"['perseverance', 'suicide', 'survival']"
aconceptisabrick.itcanbeusedtobuildacourthouseofreason.oritcanbethrownthroughthewindow.,"Gilles Deleuze,","['anarchy', 'freedom', 'inspirational', 'lateral-thinking', 'philosophy', 'rationalism']"
idontsufferfrommyinsanityienjoyeveryminuteofit.,"Sherrilyn Kenyon,",['zarek']
"itwasabrightcolddayinapril,andtheclockswerestrikingthirteen.","George Orwell,","['april', 'dystopia', 'first-sentence', 'opening-lines']"
helpotherswithoutanyreasonandgivewithouttheexpectationofreceivinganythinginreturn.,"Roy T. Bennett,","['give', 'giving', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-quotes', 'living']"
